save_name,freq_slice,time_center,dm_center,time_left,dm_left
00804.npy,2,-1.0,-1.0,-1.0,-1.0
00805.npy,0,3422.58,218.96,2883.34,294.41
00805.npy,1,3424.19,219.64,2789.2,311.97
00805.npy,2,-1.0,-1.0,-1.0,-1.0
00806.npy,0,6251.82,220.31,6028.05,413.18
00806.npy,1,-1.0,-1.0,-1.0,-1.0
00806.npy,2,6249.11,220.36,6006.01,408.55
00807.npy,0,5658.17,220.0,4852.19,337.8
00807.npy,1,5610.4,220.91,4801.58,339.22
00807.npy,2,5601.53,220.72,5392.61,275.22
00808.npy,0,5985.9,224.04,5786.32,312.32
00808.npy,0,7620.89,219.24,7229.41,260.5
00808.npy,1,7521.41,235.84,7005.87,281.99
00808.npy,2,5982.9,220.44,5770.68,332.64
00809.npy,0,4075.16,220.19,3208.74,356.22
00809.npy,1,4076.48,220.09,3181.58,361.08
00809.npy,2,4059.51,227.38,3718.03,322.95
00810.npy,0,2144.78,220.35,1854.17,425.23
00810.npy,1,2146.32,227.6,1549.5,332.23
00810.npy,2,2145.97,220.45,1845.59,428.67
00811.npy,0,876.26,219.08,751.88,286.26
00811.npy,1,-1.0,-1.0,-1.0,-1.0
00811.npy,2,914.37,219.88,770.19,289.87
00812.npy,0,-1.0,-1.0,-1.0,-1.0
00812.npy,1,-1.0,-1.0,-1.0,-1.0
00812.npy,2,-1.0,-1.0,-1.0,-1.0
00813.npy,0,7263.3,220.28,6938.58,262.37
00813.npy,1,7264.23,219.95,6928.42,260.3
00813.npy,2,-1.0,-1.0,-1.0,-1.0
00814.npy,0,8102.51,227.72,8014.75,265.31
00814.npy,1,8085.06,221.08,7980.09,262.26
00814.npy,2,-1.0,-1.0,-1.0,-1.0
00815.npy,0,545.94,220.05,143.03,265.91
00815.npy,1,541.4,219.82,80.32,270.18
00815.npy,2,-1.0,-1.0,-1.0,-1.0
00816.npy,0,103.04,210.83,23.67,233.66
00816.npy,1,108.35,210.75,21.25,237.52
00816.npy,2,-1.0,-1.0,-1.0,-1.0
00817.npy,0,7646.31,220.45,7341.16,265.04
00817.npy,1,7649.51,221.07,7223.4,270.45
00817.npy,2,-1.0,-1.0,-1.0,-1.0
00818.npy,0,1186.82,219.73,495.24,306.69
00818.npy,1,1187.18,219.66,400.82,325.86
00818.npy,2,-1.0,-1.0,-1.0,-1.0
00819.npy,0,6242.4,220.5,5866.19,271.51
00819.npy,1,6239.14,220.39,5840.79,274.89
00819.npy,2,-1.0,-1.0,-1.0,-1.0
00820.npy,0,4832.47,220.7,4434.1,401.9
00820.npy,1,4839.12,220.53,4116.69,349.62
00820.npy,2,4829.85,220.86,4461.2,411.61
00821.npy,0,2843.49,228.62,2681.28,302.13
00821.npy,1,-1.0,-1.0,-1.0,-1.0
00821.npy,2,2838.8,228.03,2691.5,313.76
00822.npy,0,5920.88,220.58,4963.19,390.24
00822.npy,1,5919.95,220.67,4874.38,390.66
00822.npy,2,5914.66,219.59,5275.09,397.52
00823.npy,0,4832.9,219.27,4513.32,263.15
00823.npy,1,4775.92,219.48,4404.1,267.56
00823.npy,2,-1.0,-1.0,-1.0,-1.0
00824.npy,0,5393.46,220.33,5282.7,287.72
00824.npy,1,-1.0,-1.0,-1.0,-1.0
00824.npy,2,5351.17,219.69,5234.2,294.8
00825.npy,0,7448.41,228.65,7325.34,310.78
00825.npy,1,-1.0,-1.0,-1.0,-1.0
00825.npy,2,7447.56,228.02,7317.43,318.22
00826.npy,0,2462.56,235.27,1380.95,449.33
00826.npy,1,2466.44,235.63,1251.21,449.66
00826.npy,2,2463.58,228.18,1732.01,458.22
00827.npy,0,1830.92,220.44,1159.51,290.53
00827.npy,1,1831.29,220.77,1046.47,305.29
00827.npy,2,-1.0,-1.0,-1.0,-1.0
00828.npy,0,-1.0,-1.0,-1.0,-1.0
00828.npy,1,8020.04,218.28,7651.59,249.95
00828.npy,2,-1.0,-1.0,-1.0,-1.0
00829.npy,0,3486.31,227.85,2941.94,433.99
00829.npy,1,3500.98,220.88,2647.03,380.15
00829.npy,2,3488.48,228.48,3001.53,448.88
00830.npy,0,7982.35,221.13,7771.09,277.81
00830.npy,1,7977.28,221.13,7749.6,288.48
00830.npy,2,-1.0,-1.0,-1.0,-1.0
00831.npy,0,4251.15,219.54,3896.22,266.59
00831.npy,1,4196.99,219.92,3767.15,282.76
00831.npy,2,-1.0,-1.0,-1.0,-1.0
00832.npy,0,6569.62,220.49,5864.0,316.71
00832.npy,1,6569.24,220.67,5680.38,350.43
00832.npy,2,-1.0,-1.0,-1.0,-1.0
00833.npy,0,5346.27,219.66,4972.9,263.88
00833.npy,1,5350.91,219.93,4851.86,278.21
00833.npy,2,-1.0,-1.0,-1.0,-1.0
00834.npy,0,6507.54,221.44,5979.45,406.99
00834.npy,0,2529.9,219.79,2079.42,264.62
00834.npy,1,6557.51,220.82,5617.01,381.47
00834.npy,1,2466.57,219.7,1824.49,280.75
00834.npy,2,6499.34,227.32,6040.79,416.2
00835.npy,0,4844.61,221.2,4142.3,358.29
00835.npy,0,6881.43,219.78,6402.16,264.76
00835.npy,1,4891.07,220.0,3975.4,369.11
00835.npy,1,6880.1,220.27,6300.21,274.65
00835.npy,2,4887.75,219.09,4382.09,366.7
00836.npy,0,5420.05,219.53,5110.67,344.06
00836.npy,1,5418.65,219.52,5056.98,278.4
00836.npy,2,5459.58,219.88,5143.21,351.63
00837.npy,0,1373.5,219.26,925.21,287.28
00837.npy,1,1370.53,218.89,810.24,300.8
00837.npy,2,-1.0,-1.0,-1.0,-1.0
00838.npy,0,5670.67,220.43,5409.21,351.02
00838.npy,1,5674.13,220.88,5311.04,279.17
00838.npy,2,5674.75,220.53,5381.0,375.52
00839.npy,0,7592.0,221.28,6973.7,296.81
00839.npy,1,7589.65,221.15,6966.17,299.2
00839.npy,2,-1.0,-1.0,-1.0,-1.0
00840.npy,0,4823.69,227.77,4694.2,299.88
00840.npy,1,-1.0,-1.0,-1.0,-1.0
00840.npy,2,4819.91,221.11,4688.33,303.69
00841.npy,0,2085.97,220.16,1521.18,270.31
00841.npy,1,2142.98,219.96,1568.84,271.9
00841.npy,2,-1.0,-1.0,-1.0,-1.0
00842.npy,0,2789.41,220.97,1696.41,390.31
00842.npy,1,2788.58,221.19,1662.49,389.46
00842.npy,2,2787.88,219.48,2343.78,363.48
00843.npy,0,3076.68,219.24,2869.43,284.49
00843.npy,1,-1.0,-1.0,-1.0,-1.0
00843.npy,2,3040.96,220.73,2838.55,309.94
00844.npy,0,7962.27,219.92,7758.5,279.12
00844.npy,0,2151.49,220.21,1636.42,279.36
00844.npy,0,991.29,220.65,193.38,325.35
00844.npy,1,7962.7,220.06,7752.32,277.6
00844.npy,1,2153.63,220.13,1606.88,283.63
00844.npy,1,991.47,220.8,190.64,328.11
00844.npy,2,7960.08,236.41,7811.64,293.15
00845.npy,0,5934.74,220.75,5177.02,379.24
00845.npy,1,5936.04,220.64,5038.84,371.12
00845.npy,2,5933.55,220.27,5415.84,390.8
00846.npy,0,6300.66,220.72,5459.44,301.09
00846.npy,0,154.67,204.66,1.05,235.28
00846.npy,1,6301.15,220.82,5398.35,309.14
00846.npy,1,154.91,204.57,1.05,234.41
00846.npy,2,-1.0,-1.0,-1.0,-1.0
00847.npy,0,6247.0,220.43,5942.84,255.69
00847.npy,1,6302.77,219.32,5921.09,259.63
00847.npy,2,-1.0,-1.0,-1.0,-1.0
00848.npy,0,3676.08,220.5,3129.91,391.62
00848.npy,1,3678.18,220.33,2834.19,377.02
00848.npy,2,3678.1,220.41,3206.75,402.41
00849.npy,0,4200.98,220.68,3634.51,311.54
00849.npy,1,4198.18,220.49,3587.59,315.06
00849.npy,2,4249.68,220.34,3956.34,306.59
00850.npy,0,7844.22,219.66,7513.77,327.58
00850.npy,1,7846.7,219.92,7499.98,324.55
00850.npy,2,7849.16,220.78,7555.07,356.94
00851.npy,0,5285.79,220.21,4338.88,325.81
00851.npy,1,5287.08,220.0,4321.0,328.39
00851.npy,2,-1.0,-1.0,-1.0,-1.0
00852.npy,0,8083.89,220.54,8005.66,331.02
00852.npy,1,8096.8,220.2,7989.34,243.23
00852.npy,2,8086.52,220.44,8006.85,323.95
00853.npy,0,2531.69,221.16,2147.89,254.75
00853.npy,1,2539.36,212.53,2140.21,252.83
00853.npy,2,-1.0,-1.0,-1.0,-1.0
00854.npy,0,2529.11,220.86,1718.58,357.98
00854.npy,0,3047.4,220.46,2538.31,279.31
00854.npy,1,2531.11,220.72,1703.93,352.52
00854.npy,1,3047.0,220.36,2500.28,283.78
00854.npy,2,2583.4,219.34,1956.31,422.19
00855.npy,0,1636.26,219.76,865.46,337.41
00855.npy,1,1635.83,219.8,834.18,342.12
00855.npy,2,1643.42,219.97,1394.9,292.86
00856.npy,0,-1.0,-1.0,-1.0,-1.0
00856.npy,1,1541.48,222.12,1242.12,260.5
00856.npy,2,-1.0,-1.0,-1.0,-1.0
00857.npy,0,5213.13,220.5,4723.6,383.23
00857.npy,1,5214.88,220.91,4487.53,360.57
00857.npy,2,5215.52,220.51,4748.17,397.42
00858.npy,0,3997.81,223.08,3844.29,281.61
00858.npy,1,-1.0,-1.0,-1.0,-1.0
00858.npy,2,3942.53,220.54,3820.23,290.32
00859.npy,0,4642.59,218.28,4182.03,266.26
00859.npy,1,4581.18,224.04,4182.03,262.42
00859.npy,2,-1.0,-1.0,-1.0,-1.0
00860.npy,0,2663.7,220.43,1680.98,330.97
00860.npy,1,2665.8,219.55,1672.9,334.18
00860.npy,2,-1.0,-1.0,-1.0,-1.0
00861.npy,0,287.75,212.2,35.65,248.27
00861.npy,0,804.63,212.11,359.82,267.09
00861.npy,1,287.16,212.18,31.71,248.16
00861.npy,1,803.01,211.93,349.24,268.42
00861.npy,2,-1.0,-1.0,-1.0,-1.0
00862.npy,0,3688.62,221.22,3126.39,376.89
00862.npy,1,3681.36,227.03,2910.22,353.49
00862.npy,2,3687.21,220.32,3225.0,389.25
00863.npy,0,4514.26,220.86,3406.68,328.95
00863.npy,1,4514.6,220.78,3396.81,329.54
00863.npy,2,-1.0,-1.0,-1.0,-1.0
00864.npy,0,2616.12,220.2,1863.87,412.1
00864.npy,1,2593.1,220.2,1641.27,387.16
00864.npy,2,2597.14,220.99,2081.54,412.89
00865.npy,0,5379.49,217.33,5087.8,252.83
00865.npy,1,5394.84,218.28,5133.86,247.07
00865.npy,2,-1.0,-1.0,-1.0,-1.0
00866.npy,0,3749.15,219.55,3533.31,338.73
00866.npy,1,-1.0,-1.0,-1.0,-1.0
00866.npy,2,3750.88,220.21,3518.48,371.82
00867.npy,0,2847.16,227.49,2216.37,421.26
00867.npy,1,2851.71,227.37,1924.58,400.04
00867.npy,2,2847.16,220.73,2405.28,397.09
00868.npy,0,2336.59,220.42,1498.96,308.16
00868.npy,1,2332.2,220.02,1475.48,309.64
00868.npy,2,-1.0,-1.0,-1.0,-1.0
00869.npy,0,1372.61,215.41,674.09,371.81
00869.npy,1,1367.92,219.61,582.14,359.01
00869.npy,2,1364.85,219.6,880.64,391.58
00870.npy,0,704.8,220.2,459.16,360.29
00870.npy,1,-1.0,-1.0,-1.0,-1.0
00870.npy,2,680.02,220.36,392.53,380.24
00871.npy,0,8073.77,218.28,7759.06,266.26
00871.npy,1,8050.74,217.33,7736.03,260.5
00871.npy,2,-1.0,-1.0,-1.0,-1.0
00872.npy,0,1061.51,221.21,479.18,285.41
00872.npy,0,103.66,210.73,26.13,243.42
00872.npy,1,1117.13,220.54,514.06,285.09
00872.npy,1,163.24,203.4,30.77,244.85
00872.npy,2,-1.0,-1.0,-1.0,-1.0
00873.npy,0,4002.88,235.92,3698.6,405.67
00873.npy,1,4126.18,211.99,3701.29,277.71
00873.npy,2,4007.95,235.63,3681.0,432.57
00874.npy,0,3898.02,221.16,3521.89,262.42
00874.npy,1,3814.76,219.37,3491.87,254.73
00874.npy,2,-1.0,-1.0,-1.0,-1.0
00875.npy,0,5468.56,220.85,4607.05,358.4
00875.npy,0,5921.72,220.16,5592.91,257.15
00875.npy,1,5469.38,220.82,4588.44,355.14
00875.npy,1,5921.3,220.11,5561.27,258.83
00875.npy,2,5470.77,220.1,4907.52,384.41
00876.npy,0,1379.93,221.28,454.04,327.4
00876.npy,1,1375.78,220.81,388.9,339.26
00876.npy,2,-1.0,-1.0,-1.0,-1.0
00877.npy,0,6503.96,220.82,5514.12,339.2
00877.npy,1,6502.38,220.93,5506.13,341.27
00877.npy,2,-1.0,-1.0,-1.0,-1.0
00878.npy,0,6113.37,221.21,5408.83,368.27
00878.npy,1,6116.14,220.79,5337.83,358.54
00878.npy,2,6112.64,220.96,5564.47,396.64
00879.npy,0,7841.59,219.59,7582.26,311.25
00879.npy,1,7898.53,219.1,7640.45,281.37
00879.npy,2,7829.57,220.56,7613.56,327.96
00880.npy,0,2595.49,220.2,1822.32,353.34
00880.npy,1,2594.67,220.34,1793.73,351.56
00880.npy,2,2595.27,220.19,2187.11,339.36
00881.npy,0,3434.48,219.29,2699.9,389.25
00881.npy,1,3432.3,219.53,2585.31,378.15
00881.npy,2,3481.2,213.17,2880.6,393.61
00882.npy,0,1889.25,220.48,996.3,346.2
00882.npy,1,1887.85,220.3,988.09,346.99
00882.npy,2,1917.61,219.24,1679.65,295.04
00883.npy,0,7834.25,220.99,7468.19,290.95
00883.npy,1,7788.7,221.13,7412.17,303.36
00883.npy,2,-1.0,-1.0,-1.0,-1.0
00884.npy,0,4072.85,220.91,3569.01,302.02
00884.npy,1,4070.98,221.01,3493.02,310.26
00884.npy,2,4122.63,219.71,3939.03,296.28
00885.npy,0,6874.04,220.93,5830.15,370.99
00885.npy,1,6873.52,220.94,5828.25,369.98
00885.npy,2,6882.76,219.83,6338.11,340.56
00886.npy,0,3941.93,220.65,3036.6,328.28
00886.npy,1,3939.69,220.66,2974.65,336.99
00886.npy,2,-1.0,-1.0,-1.0,-1.0
00887.npy,0,428.21,220.03,89.09,371.01
00887.npy,1,428.11,220.15,40.01,306.79
00887.npy,2,426.2,219.99,108.89,379.01
00888.npy,0,2532.78,220.16,1586.41,379.04
00888.npy,1,2535.37,219.74,1498.11,386.58
00888.npy,2,2531.53,220.69,1962.02,395.01
00889.npy,0,937.21,220.66,235.81,360.09
00889.npy,1,939.52,220.32,187.35,353.15
00889.npy,2,931.74,220.11,475.45,372.81
00890.npy,0,149.91,219.51,51.01,280.18
00890.npy,0,3167.42,218.79,2545.83,302.97
00890.npy,1,3170.53,219.21,2396.17,318.88
00890.npy,1,168.31,219.74,52.15,264.38
00890.npy,2,107.36,219.74,31.15,284.56
00891.npy,0,4962.51,219.24,4625.42,256.16
00891.npy,1,4961.11,219.29,4619.72,258.87
00891.npy,2,-1.0,-1.0,-1.0,-1.0
00892.npy,0,3234.29,219.92,2304.72,329.38
00892.npy,1,3232.19,219.91,2262.28,332.63
00892.npy,2,-1.0,-1.0,-1.0,-1.0
00893.npy,0,7970.94,227.3,7725.51,291.4
00893.npy,1,7968.63,228.19,7718.77,294.28
00893.npy,2,-1.0,-1.0,-1.0,-1.0
00894.npy,0,6575.73,221.16,6077.49,426.87
00894.npy,0,7652.08,212.22,7489.63,256.55
00894.npy,1,6620.61,220.69,5761.34,371.77
00894.npy,1,7644.75,219.77,7361.88,266.54
00894.npy,2,6572.63,227.61,6116.01,434.22
00895.npy,0,2800.35,217.33,2416.55,264.34
00895.npy,1,2815.7,217.33,2454.93,267.22
00895.npy,2,-1.0,-1.0,-1.0,-1.0
00896.npy,0,5146.69,227.62,4141.44,412.54
00896.npy,0,6117.06,228.3,5594.65,308.98
00896.npy,0,7838.33,227.46,7516.14,268.08
00896.npy,1,5099.01,228.27,4002.65,413.13
00896.npy,1,6118.24,228.29,5526.56,316.23
00896.npy,1,7838.68,227.45,7513.19,269.46
00896.npy,2,5096.14,221.22,4472.07,429.93
00896.npy,2,6118.34,227.67,5702.06,334.05
00897.npy,0,2451.32,220.75,2249.52,362.24
00897.npy,1,-1.0,-1.0,-1.0,-1.0
00897.npy,2,2451.17,220.57,2232.99,381.35
00898.npy,0,5660.78,220.6,5453.45,328.16
00898.npy,1,5625.12,223.08,5348.79,279.69
00898.npy,2,5662.41,220.71,5421.73,354.76
00899.npy,0,3158.72,220.02,3010.97,377.66
00899.npy,1,-1.0,-1.0,-1.0,-1.0
00899.npy,2,3159.72,220.07,2998.09,409.12
00900.npy,0,3805.12,220.55,3297.41,287.99
00900.npy,1,3754.85,220.93,3233.34,291.74
00900.npy,2,-1.0,-1.0,-1.0,-1.0
00901.npy,0,5655.59,220.71,5443.97,300.62
00901.npy,1,5663.86,220.55,5346.28,258.6
00901.npy,2,5653.85,220.69,5484.43,310.76
00902.npy,0,4007.56,221.25,3801.5,277.99
00902.npy,1,4067.05,219.98,3801.55,248.94
00902.npy,2,4006.32,221.24,3806.13,297.46
00903.npy,0,1245.51,219.57,972.42,305.34
00903.npy,1,1248.61,219.01,868.94,283.85
00903.npy,2,1247.55,219.95,964.07,331.89
00904.npy,0,2345.96,220.28,1739.15,288.21
00904.npy,1,2400.5,219.87,1722.43,297.41
00904.npy,2,-1.0,-1.0,-1.0,-1.0
00905.npy,0,1311.98,219.17,788.68,298.14
00905.npy,1,1307.41,219.72,703.46,311.68
00905.npy,2,-1.0,-1.0,-1.0,-1.0
00906.npy,0,6811.06,220.37,6349.82,383.69
00906.npy,1,6819.77,220.87,6109.18,346.2
00906.npy,2,6811.08,220.44,6348.05,393.08
00907.npy,0,612.78,219.66,452.75,287.81
00907.npy,1,-1.0,-1.0,-1.0,-1.0
00907.npy,2,606.8,220.18,460.26,301.25
00908.npy,0,6060.04,227.76,5010.34,416.42
00908.npy,1,6061.12,227.61,4909.64,418.02
00908.npy,2,6052.84,227.36,5381.56,428.42
00909.npy,0,6364.63,220.36,6042.08,278.88
00909.npy,0,4520.01,220.86,4248.65,379.36
00909.npy,1,6369.22,219.94,5939.9,285.96
00909.npy,1,4573.61,220.08,4163.67,292.33
00909.npy,2,4513.59,227.39,4198.18,401.25
00909.npy,2,6366.06,220.08,6154.43,280.59
00910.npy,0,1764.35,219.62,1549.86,273.18
00910.npy,1,1764.85,220.26,1471.07,270.14
00910.npy,2,1765.48,212.91,1617.56,281.24
00911.npy,0,5484.38,221.64,4433.76,340.01
00911.npy,1,5479.71,221.9,4384.93,345.91
00911.npy,2,-1.0,-1.0,-1.0,-1.0
00912.npy,0,3622.87,220.94,3206.26,417.39
00912.npy,1,3627.7,221.03,2825.5,372.38
00912.npy,2,3624.11,220.88,3233.29,425.2
00913.npy,0,6634.66,220.94,6158.09,394.89
00913.npy,1,6629.21,221.03,5909.01,360.06
00913.npy,2,6637.17,220.97,6207.07,405.09
00914.npy,0,2468.3,219.96,1997.28,267.55
00914.npy,1,2466.01,219.45,1905.01,277.17
00914.npy,2,-1.0,-1.0,-1.0,-1.0
00915.npy,0,2850.17,219.43,2521.23,261.61
00915.npy,0,3358.73,218.84,3053.08,254.45
00915.npy,1,2849.33,219.79,2473.44,264.85
00915.npy,1,3301.2,219.79,2965.89,259.5
00915.npy,2,-1.0,-1.0,-1.0,-1.0
00916.npy,0,6565.8,219.19,5604.78,350.09
00916.npy,1,6618.31,213.17,5623.16,348.8
00916.npy,2,6625.31,204.43,6313.15,288.65
00917.npy,0,3865.67,220.75,3165.69,371.74
00917.npy,1,3870.92,220.7,3030.48,368.3
00917.npy,2,3869.14,220.29,3365.96,382.74
00918.npy,0,6300.31,227.13,5166.33,412.88
00918.npy,1,6303.4,227.3,5115.3,407.45
00918.npy,2,6249.2,220.19,5533.18,430.53
00919.npy,0,1007.17,221.56,377.01,297.18
00919.npy,1,1007.1,221.56,326.1,306.3
00919.npy,2,999.57,227.9,822.1,285.39
00920.npy,0,-1.0,-1.0,-1.0,-1.0
00920.npy,1,-1.0,-1.0,-1.0,-1.0
00920.npy,2,-1.0,-1.0,-1.0,-1.0
00921.npy,0,7584.81,220.07,7044.23,313.7
00921.npy,1,7581.94,220.44,6960.06,320.29
00921.npy,2,7583.54,219.9,7286.4,301.7
00922.npy,0,5865.04,219.95,5238.68,305.09
00922.npy,1,5863.94,219.61,5188.16,310.91
00922.npy,2,-1.0,-1.0,-1.0,-1.0
00923.npy,0,5662.31,220.84,5308.82,389.42
00923.npy,1,5662.13,220.92,5088.42,323.51
00923.npy,2,5657.03,220.73,5325.43,399.41
00924.npy,0,2531.91,219.94,1935.39,328.64
00924.npy,1,2524.43,219.15,1932.74,320.77
00924.npy,2,2473.98,228.28,2128.63,319.73
00925.npy,0,4897.51,220.48,4336.85,268.67
00925.npy,1,4826.82,220.2,4297.17,273.94
00925.npy,2,-1.0,-1.0,-1.0,-1.0
00926.npy,0,6943.68,228.04,6328.49,290.18
00926.npy,1,6943.01,228.32,6241.66,293.86
00926.npy,2,-1.0,-1.0,-1.0,-1.0
00927.npy,0,4258.01,227.3,4120.14,328.17
00927.npy,1,-1.0,-1.0,-1.0,-1.0
00927.npy,2,4258.87,220.79,4104.14,352.09
00928.npy,0,3869.51,220.77,3702.94,285.62
00928.npy,1,-1.0,-1.0,-1.0,-1.0
00928.npy,2,3860.48,221.25,3717.3,294.18
00929.npy,0,5806.0,220.6,5554.6,275.2
00929.npy,1,5870.76,214.45,5655.83,256.66
00929.npy,2,5807.66,220.59,5626.3,271.81
00930.npy,0,7975.86,219.66,7778.3,270.48
00930.npy,1,7971.34,219.69,7763.53,276.8
00930.npy,2,-1.0,-1.0,-1.0,-1.0
00931.npy,0,4009.64,220.7,3019.57,361.8
00931.npy,1,4011.28,221.3,2994.15,367.2
00931.npy,2,4066.89,214.45,3813.58,266.26
00932.npy,0,7262.08,228.2,6383.05,372.92
00932.npy,1,7261.97,228.05,6373.61,367.12
00932.npy,2,7256.53,227.41,6637.61,396.74
00933.npy,0,221.21,216.37,60.01,242.27
00933.npy,0,697.12,222.12,313.32,275.85
00933.npy,1,198.18,217.33,36.98,241.31
00933.npy,1,704.8,221.16,328.67,275.85
00933.npy,2,-1.0,-1.0,-1.0,-1.0
00934.npy,0,2293.73,214.45,1986.69,252.83
00934.npy,1,2324.43,218.28,1994.37,251.87
00934.npy,2,-1.0,-1.0,-1.0,-1.0
00935.npy,0,6249.88,220.95,5767.36,363.27
00935.npy,1,6254.96,221.25,5593.49,339.11
00935.npy,2,6243.56,220.98,5877.44,385.99
00936.npy,0,5156.88,221.31,4404.56,333.46
00936.npy,1,5160.14,221.21,4328.25,344.52
00936.npy,2,5017.63,220.02,4698.63,307.97
00937.npy,0,5084.14,227.59,4521.67,379.48
00937.npy,1,5085.9,227.94,4385.28,362.97
00937.npy,2,5092.76,220.06,4611.5,390.87
00938.npy,0,3686.2,219.51,3272.93,266.32
00938.npy,1,3683.24,219.48,3184.3,275.15
00938.npy,2,-1.0,-1.0,-1.0,-1.0
00939.npy,0,2145.13,220.24,1846.62,258.37
00939.npy,1,2143.03,219.67,1820.73,266.05
00939.npy,2,-1.0,-1.0,-1.0,-1.0
00940.npy,0,1632.0,219.62,1184.92,283.37
00940.npy,1,1627.35,219.71,1090.6,299.31
00940.npy,2,-1.0,-1.0,-1.0,-1.0
00941.npy,0,6940.2,219.88,6535.87,281.1
00941.npy,1,6941.95,219.78,6447.21,287.59
00941.npy,2,-1.0,-1.0,-1.0,-1.0
00942.npy,0,5792.96,221.04,4984.62,299.46
00942.npy,1,5793.58,220.72,4968.67,303.73
00942.npy,2,-1.0,-1.0,-1.0,-1.0
00943.npy,0,4201.5,220.59,4036.39,297.54
00943.npy,1,-1.0,-1.0,-1.0,-1.0
00943.npy,2,4200.12,220.57,4017.79,315.56
00944.npy,0,1186.18,220.19,794.37,295.44
00944.npy,0,7584.68,212.34,7250.85,262.83
00944.npy,1,1189.91,220.59,664.64,306.74
00944.npy,1,7580.21,219.75,7258.16,261.03
00944.npy,2,1188.57,219.67,970.31,298.43
00945.npy,0,2026.01,220.5,1446.46,330.82
00945.npy,1,2025.44,220.74,1318.19,337.2
00945.npy,2,2018.92,220.47,1758.27,331.92
00946.npy,0,4131.86,220.72,3762.61,256.04
00946.npy,1,4071.89,219.97,3745.82,251.74
00946.npy,2,-1.0,-1.0,-1.0,-1.0
00947.npy,0,2272.64,219.88,1525.88,299.75
00947.npy,1,2272.33,219.7,1393.32,314.92
00947.npy,2,-1.0,-1.0,-1.0,-1.0
00948.npy,0,2332.11,220.2,2178.59,282.57
00948.npy,1,-1.0,-1.0,-1.0,-1.0
00948.npy,2,2273.02,220.35,2171.72,276.08
00949.npy,0,5852.97,220.93,5649.43,311.57
00949.npy,1,-1.0,-1.0,-1.0,-1.0
00949.npy,2,5853.5,220.55,5570.01,337.96
00950.npy,0,7579.84,220.37,7261.86,279.64
00950.npy,1,7580.27,220.6,7169.5,286.57
00950.npy,2,7586.88,220.66,7346.16,291.74
00951.npy,0,3555.17,220.39,2801.58,315.82
00951.npy,1,3553.33,220.14,2633.37,338.4
00951.npy,2,-1.0,-1.0,-1.0,-1.0
00952.npy,0,5035.07,220.53,4316.88,316.01
00952.npy,1,5036.21,221.15,4171.43,342.52
00952.npy,2,-1.0,-1.0,-1.0,-1.0
00953.npy,0,3101.44,219.7,2367.34,301.22
00953.npy,1,3102.04,220.13,2259.53,314.48
00953.npy,2,-1.0,-1.0,-1.0,-1.0
00954.npy,0,2088.33,221.31,1395.97,294.8
00954.npy,0,1254.12,227.62,708.97,291.15
00954.npy,1,2087.25,221.43,1364.51,299.09
00954.npy,1,1250.03,228.13,666.45,294.59
00954.npy,2,-1.0,-1.0,-1.0,-1.0
00955.npy,0,5282.3,219.48,4935.01,261.45
00955.npy,1,5282.9,219.1,4893.41,267.85
00955.npy,2,-1.0,-1.0,-1.0,-1.0
00956.npy,0,357.85,219.8,194.71,292.29
00956.npy,1,-1.0,-1.0,-1.0,-1.0
00956.npy,2,349.25,219.83,163.28,305.7
00957.npy,0,6761.17,218.28,6515.54,287.37
00957.npy,1,-1.0,-1.0,-1.0,-1.0
00957.npy,2,6753.01,220.77,6591.81,285.4
00958.npy,0,7514.47,220.2,6865.4,317.41
00958.npy,1,7468.43,221.16,6771.55,328.67
00958.npy,2,-1.0,-1.0,-1.0,-1.0
00959.npy,0,621.26,220.99,1.05,301.09
00959.npy,1,621.1,220.97,1.05,302.67
00959.npy,2,-1.0,-1.0,-1.0,-1.0
00960.npy,0,-1.0,-1.0,-1.0,-1.0
00960.npy,1,-1.0,-1.0,-1.0,-1.0
00960.npy,2,-1.0,-1.0,-1.0,-1.0
00961.npy,0,6886.22,220.01,6541.8,262.52
00961.npy,1,6885.38,219.46,6539.63,255.66
00961.npy,2,-1.0,-1.0,-1.0,-1.0
00962.npy,0,7586.55,219.83,7133.79,288.55
00962.npy,1,7587.5,220.06,7059.13,301.94
00962.npy,2,7641.06,219.83,7482.45,270.35
00963.npy,0,5863.11,219.6,5488.66,269.14
00963.npy,1,5861.38,219.21,5414.7,276.44
00963.npy,2,-1.0,-1.0,-1.0,-1.0
00964.npy,0,5609.41,221.06,5319.85,272.08
00964.npy,1,5608.75,221.26,5239.97,269.54
00964.npy,2,5608.45,226.97,5423.58,283.4
00965.npy,0,2527.73,220.21,2070.08,280.78
00965.npy,1,2524.58,220.28,1997.09,292.58
00965.npy,2,2539.36,218.28,2324.43,272.02
00966.npy,0,-1.0,-1.0,-1.0,-1.0
00966.npy,1,-1.0,-1.0,-1.0,-1.0
00966.npy,2,-1.0,-1.0,-1.0,-1.0
00967.npy,0,6976.1,220.2,6676.74,250.91
00967.npy,0,7375.25,220.2,7068.21,252.83
00967.npy,1,6937.72,221.16,6484.84,266.26
00967.npy,1,7313.85,220.2,6991.45,256.66
00967.npy,2,-1.0,-1.0,-1.0,-1.0
00968.npy,0,7977.69,220.27,7816.82,266.5
00968.npy,1,7970.49,219.5,7810.53,268.45
